Municipios,Ocupación_CIUO,Cargo_identificado,Nivel_educativo,programas_formar_esta_ocupación,instituciones_que_ofrecen_ programa,Nivel_formación,Municipios_programa,Brecha_cantidad
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,TECNÓLOGO;ANALÍTICA;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL VALLE;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD SANTIAGO DE CALI;UNIVERSIDAD LIBRE;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ICESI;FUNDACIÓN UNIVERSITARIA CATOLICA LUMEN GENTIUM;INSTITUCIÓN UNIVERSI,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA ELECTRÓNICA,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y DESARROLLO -UDI;UNIDADES TECNOLÓGICAS DE SANTANDER,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA MECATRÓNICA,,UNIVERSITARIO,MANIZALES,UNIVERSITARIO;INGENIERÍA MECATRÓNICA;TÉCNICO;TÉCNICO EN ANÁLISIS DE REQUERIMIENTOS;TECNÓLOGO EN ANÁLISIS DE REQUERIMIENTOS;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA MECATRÓNICA,,UNIVERSITARIO,BUCARAMANGA,UNIVERSITARIO;INGENIERÍA MECATRÓNICA;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA MECATRÓNICA,,UNIVERSITARIO,ARMENIA,UNIVERSITARIO;INGENIERÍA MECATRÓNICA;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA ELECTRÓNICA,INGENIERÍA ELECTRÓNICA Y TELECOMUNICACIONES,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;,TÉCNICO EN DESARROLLO DE SOFTWARE,,TÉCNICO,MEDELLÍN,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,TÉCNICO;TÉCNICO EN ANÁLISIS DE REQUERIMIENTOS;TECNÓLOGO EN ANÁLISIS DE REQUERIMIENTOS;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA ELECTRÓNICA,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO;INSTITUCIÓN UNIVERSITARIA  SALAZAR Y HERRERA;INSTITUTO TECNOLÓGICO METROPOLITANO;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD CATOLICA,UNIVERSITARIO,MEDELLÍN,TECNÓLOGO;ANALÍTICA;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA ELECTRÓNICA,UNIVERSIDAD DEL QUINDÍO,UNIVERSITARIO,ARMENIA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,UNIVERSIDAD DEL QUINDÍO,UNIVERSITARIO,ARMENIA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA MECATRÓNICA,,UNIVERSITARIO,PEREIRA,UNIVERSITARIO;INGENIERÍA MECATRÓNICA;POSGRADO;GESTION DE PROYECTOS TI;METODOLOGÍAS ÁGILES;SEGURIDAD DE SOFTWARE
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA ELECTRÓNICA,,UNIVERSITARIO,PEREIRA,UNIVERSITARIO;INGENIERÍA ELECTRONICA;POSGRADO;GESTION DE PROYECTOS TI;METODOLOGÍAS ÁGILES;SEGURIDAD DE SOFTWARE
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA MECATRÓNICA,,UNIVERSITARIO,CALI,UNIVERSITARIO;INGENIERÍA MECATRÓNICA;
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD TECNOLÓGICA DE PEREIRA - UTP;UNIVERSIDAD LIBRE;UNIVERSIDAD CATOLICA DE PEREIRA,UNIVERSITARIO,PEREIRA,POSGRADO;GESTION DE PROYECTOS TI;METODOLOGÍAS ÁGILES;SEGURIDAD DE SOFTWARE
BOGOTÁ;MEDELLÍN;BUCARAMANGA;BARRANQUILLA;MANIZALES;ARMENIA;PEREIRA;CALI,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA MECATRÓNICA;INGENIERÍA ELECTRÓNICA;BIG DATA;INTENET DE LAS COSAS;,INGENIERÍA ELECTRÓNICA,UNIVERSIDAD AUTÓNOMA DE MANIZALES,UNIVERSITARIO,MANIZALES,TÉCNICO;TÉCNICO EN ANÁLISIS DE REQUERIMIENTOS;TECNÓLOGO EN ANÁLISIS DE REQUERIMIENTOS;
CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE COMUNICACIONES,POSGRADO;ESPECIALIZACIÓN EN TELECOMUNICACIONES;,ESPECIALIZACIÓN EN TELECOMUNICACIONES,,POSGRADO,CALI,POSGRADO;ESPECIALIZACIÓN EN TELECOMUNICACIONES;
BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE CONTROL DOCUMENTAL,UNIVERSITARIO;INGENIERO DE SISTEMAS;CERTIFICACIÓN ITIL FUNDAMENTOS;SCRUM  FUNDAMENTOS;CISCONA CERTIFICACIÓN;INFORMÁTICA BASICO;CERTIFICACIÓN MICROSOFT;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE DATOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;FORMACIÓN COMPLEMENTARIA EN SISTEMAS DE GESTIÓN DE BASES DE DATOS;HERRAMIENTAS INFORMÁTICAS ORIENTADA A LA ANALÍTICA;,INGENIERÍA INFORMÁTICA,UNIVERSIDAD DE CALDAS,UNIVERSITARIO,MANIZALES,UNIVERSITARIO;INGENIERÍA DE DATOS;TECNÓLOGO;
MANIZALES,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE DATOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;FORMACIÓN COMPLEMENTARIA EN SISTEMAS DE GESTIÓN DE BASES DE DATOS;HERRAMIENTAS INFORMÁTICAS ORIENTADA A LA ANALÍTICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,UNIVERSITARIO;INGENIERÍA DE DATOS;TECNÓLOGO;
PEREIRA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,DESARROLLADOR DE HARDWARE,TÉCNICO;TÉCNICO EN SISTEMAS;CONOCIMIENTOS EN PROGRAMACIÓN DE MICROCONTROLADORES;,TÉCNICO EN SISTEMAS,,TÉCNICO,PEREIRA,TÉCNICO;TÉCNICO EN SISTEMAS;
BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR DE NEGOCIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE EMPRESAS;COMUNICACIÓN SOCIAL;SAP;CONOCIMIENTOS SOBRE CICLOS DE DESARROLLO;PLANEACIÓN ESTRATEGICA;,COMUNICACIÓN SOCIAL MULTIMEDIA,FUNDACIÓN TECNOLÓGICA ALBERTO MERANI,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR DE NEGOCIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE EMPRESAS;COMUNICACIÓN SOCIAL;SAP;CONOCIMIENTOS SOBRE CICLOS DE DESARROLLO;PLANEACIÓN ESTRATEGICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR DE NEGOCIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE EMPRESAS;COMUNICACIÓN SOCIAL;SAP;CONOCIMIENTOS SOBRE CICLOS DE DESARROLLO;PLANEACIÓN ESTRATEGICA;,ADMINISTRACIÓN DE EMPRESAS,,UNIVERSITARIO,MEDELLÍN,UNIVERSITARIO;ADMINISTRACIÓN DE EMPRESAS;
BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR DE NEGOCIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE EMPRESAS;COMUNICACIÓN SOCIAL;SAP;CONOCIMIENTOS SOBRE CICLOS DE DESARROLLO;PLANEACIÓN ESTRATEGICA;,ADMINISTRACIÓN DE EMPRESAS,,UNIVERSITARIO,BOGOTÁ,UNIVERSITARIO;ADMINISTRACIÓN DE EMPRESAS;
BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR DE NEGOCIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE EMPRESAS;COMUNICACIÓN SOCIAL;SAP;CONOCIMIENTOS SOBRE CICLOS DE DESARROLLO;PLANEACIÓN ESTRATEGICA;,COMUNICACIÓN SOCIAL,,UNIVERSITARIO,MEDELLÍN,UNIVERSITARIO;COMUNICACION SOCIAL;
BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR DE NEGOCIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE EMPRESAS;COMUNICACIÓN SOCIAL;SAP;CONOCIMIENTOS SOBRE CICLOS DE DESARROLLO;PLANEACIÓN ESTRATEGICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TÉCNICO;TÉCNICO DE SISTEMAS;,TÉCNICO EN SISTEMAS,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TÉCNICO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TÉCNICO;TÉCNICO DE SISTEMAS;,TÉCNICO EN SISTEMAS,,TÉCNICO,MANIZALES,TÉCNICO;TÉCNICO EN SISTEMAS;POSGRADO;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS TI;ESPECIALIZACIÓN EN QA;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TÉCNICO;TÉCNICO DE SISTEMAS;,TÉCNICO EN SISTEMAS,,TÉCNICO,PEREIRA,TÉCNICO;TÉCNICO EN SISTEMAS;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TÉCNICO;TÉCNICO DE SISTEMAS;,TÉCNICO EN SISTEMAS,,TÉCNICO,BUCARAMANGA,TÉCNICO;TÉCNICO EN SISTEMAS;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA DE DESARROLLO DE SOFTWARE,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,UNIVERSIDAD DE SAN BUENAVENTURA,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,,TECNÓLOGO,MANIZALES,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;POSGRADO;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS TI;ESPECIALIZACIÓN EN QA;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,,TECNÓLOGO,PEREIRA,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACION;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD DE CALDAS,TECNÓLOGO,MANIZALES,POSGRADO;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS TI;ESPECIALIZACIÓN EN QA;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE; TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,UNIVERSIDAD TECNOLÓGICA DE PEREIRA - UTP;UNIVERSIDAD CATOLICA DE PEREIRA;FUNDACIÓN UNIVERSITARIA DEL ÁREA ANDINA,TECNÓLOGO,PEREIRA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE,INGENIERÍA DE SOFTWARE,,UNIVERSITARIO,PEREIRA,UNIVERSITARIO;INGENIERÍA DE SOFTWARE;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;,UNIVERSITARIO,MANIZALES,POSGRADO;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS TI;ESPECIALIZACIÓN EN QA;
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;MANIZALES;PEREIRA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,DESARROLLADOR JUNIOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,POSGRADO;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS TI;ESPECIALIZACIÓN EN QA;
